a,b,c,d
72.2,17.5,306.3,-17.458448753462605
90.2,46.8,407.6,-46.76674057649667
54.3,91.3,308.5,-91.24475138121547
33.9,16.3,151.9,-16.211504424778763
67.8,24.1,295.3,-24.055752212389383
4.7,70.5,89.3,-69.86170212765957
3.9,13.2,28.799999999999997,-12.43076923076923
40.8,43.6,206.79999999999998,-43.5264705882353
79.5,10.2,328.2,-10.162264150943395
22.4,83.6,173.2,-83.46607142857142
99.9,77.3,476.90000000000003,-77.26996996996996
82.9,69.9,401.5,-69.86381182147166
57.4,25.1,254.7,-25.04773519163763
33.2,69.9,202.70000000000002,-69.80963855421687
56.9,69.8,297.4,-69.74727592267135
10.5,1.6,43.6,-1.3142857142857145
74.4,90.4,388.0,-90.35967741935484
47.1,6.6,195.0,-6.536305732484076
59.4,71.7,309.3,-71.64949494949495
17.9,31.6,103.19999999999999,-31.43240223463687
41.5,87.6,253.6,-87.52771084337348
80.7,68.8,391.6,-68.76282527881041
90.7,35.6,398.40000000000003,-35.56692392502757
57.0,14.7,242.7,-14.647368421052631
45.2,62.0,242.8,-61.93362831858407
32.8,18.6,149.79999999999998,-18.508536585365857
89.2,91.5,448.3,-91.46636771300449
38.1,68.6,221.0,-68.52125984251968
7.4,24.9,54.5,-24.49459459459459
55.5,35.5,257.5,-35.445945945945944
19.8,88.0,167.2,-87.84848484848484
43.8,60.9,236.1,-60.83150684931507
44.5,45.7,223.7,-45.63258426966292
32.6,80.3,210.7,-80.2079754601227
85.1,8.7,349.09999999999997,-8.664747356051704
29.2,51.8,168.6,-51.6972602739726
30.1,78.0,198.4,-77.90033222591362
56.4,77.6,303.2,-77.54680851063829
38.4,86.3,239.89999999999998,-86.221875
41.6,54.5,220.9,-54.42788461538461
47.4,77.6,267.2,-77.53670886075949
69.2,86.8,363.6,-86.75664739884392
13.7,42.2,97.0,-41.98102189781022
35.6,3.0,145.4,-2.9157303370786516
93.9,73.6,449.20000000000005,-73.56805111821086
9.9,73.8,113.4,-73.4969696969697
86.4,2.1,347.70000000000005,-2.0652777777777778
73.1,43.3,335.7,-43.25896032831737
74.1,14.6,311.0,-14.559514170040485
97.6,23.5,413.9,-23.46926229508197
85.4,83.9,425.5,-83.86487119437939
19.2,43.8,120.6,-43.64375
52.4,30.1,239.7,-30.042748091603055
1.9,89.6,97.19999999999999,-88.02105263157894
28.3,62.8,176.0,-62.69399293286219
43.5,34.3,208.3,-34.231034482758616
93.4,60.7,434.3,-60.66788008565311
78.8,59.1,374.3,-59.061928934010155
92.6,59.6,430.0,-59.56760259179266
79.4,45.3,362.90000000000003,-45.26221662468514
56.3,23.4,248.6,-23.34671403197158
26.5,96.6,202.6,-96.48679245283019
27.8,83.0,194.2,-82.89208633093526
49.8,58.8,258.0,-58.73975903614458
61.4,17.2,262.8,-17.151140065146578
86.0,64.8,408.8,-64.76511627906976
44.8,49.0,228.2,-48.933035714285715
22.5,1.5,91.5,-1.3666666666666667
68.4,63.1,336.70000000000005,-63.05614035087719
66.7,3.3,270.1,-3.255022488755622
68.0,66.9,338.9,-66.85588235294118
64.9,10.5,270.1,-10.453775038520801
21.4,24.6,110.19999999999999,-24.459813084112152
88.4,75.5,429.1,-75.46606334841628
85.1,99.1,439.5,-99.0647473560517
58.7,19.1,253.9,-19.048892674616695
39.2,70.0,226.8,-69.9234693877551
31.5,89.0,215.0,-88.9047619047619
63.0,54.4,306.4,-54.35238095238095
14.2,17.2,74.0,-16.988732394366195
32.2,21.6,150.4,-21.506832298136647
18.2,99.1,171.89999999999998,-98.93516483516483
52.1,87.4,295.8,-87.34241842610365
38.7,79.5,234.3,-79.42248062015504
23.4,2.3,95.89999999999999,-2.1717948717948716
52.4,81.8,291.4,-81.74274809160305
63.1,21.7,274.1,-21.65245641838352
19.6,34.0,112.4,-33.8469387755102
27.5,64.9,174.9,-64.7909090909091
75.7,5.0,307.8,-4.960369881109643
15.9,13.6,77.2,-13.41132075471698
31.9,11.6,139.2,-11.505956112852664
88.9,76.3,431.90000000000003,-76.26625421822271
88.7,88.6,443.4,-88.5661781285231
42.1,7.4,175.8,-7.32874109263658
66.8,40.8,308.0,-40.75508982035928
10.3,55.8,97.0,-55.508737864077666
49.7,86.2,285.0,-86.13963782696177
85.5,12.7,354.7,-12.664912280701754
75.9,46.4,350.0,-46.3604743083004
49.5,96.8,294.8,-96.73939393939393
59.4,31.0,268.6,-30.949494949494948
83.5,36.6,370.6,-36.56407185628743
27.7,47.4,158.2,-47.291696750902524
86.2,27.7,372.5,-27.665197215777262
36.7,24.8,171.60000000000002,-24.71825613079019
17.1,19.5,87.9,-19.32456140350877
61.6,88.7,335.1,-88.6512987012987
18.1,14.1,86.5,-13.934254143646408
59.6,7.7,246.1,-7.649664429530201
2.3,19.2,28.4,-17.895652173913042
18.8,51.8,127.0,-51.64042553191489
70.0,38.2,318.2,-38.15714285714286
43.3,15.8,189.0,-15.730715935334874
63.0,70.5,322.5,-70.45238095238095
38.0,56.9,208.9,-56.821052631578944
10.4,27.2,68.8,-26.91153846153846
44.6,34.0,212.4,-33.93273542600897
8.1,98.6,131.0,-98.22962962962963
55.7,43.0,265.8,-42.946140035906645
48.6,45.8,240.2,-45.73827160493827
47.4,3.1,192.7,-3.036708860759494
83.3,5.8,339.0,-5.7639855942376945
89.2,40.7,397.5,-40.66636771300449
77.6,89.1,399.5,-89.06134020618556
22.2,40.4,129.2,-40.26486486486486
40.3,94.0,255.2,-93.92555831265508
31.5,58.2,184.2,-58.10476190476191
38.4,45.0,198.6,-44.921875
89.9,7.6,367.20000000000005,-7.56662958843159
73.7,85.0,379.8,-84.95929443690638
92.7,21.5,392.3,-21.467637540453076
36.7,52.9,199.70000000000002,-52.81825613079019
89.4,45.9,403.5,-45.86644295302013
53.8,27.5,242.7,-27.444237918215613
73.4,54.0,347.6,-53.9591280653951
76.5,77.4,383.4,-77.36078431372549
40.2,67.9,228.70000000000002,-67.82537313432836
45.8,50.0,233.2,-49.93449781659389
30.0,98.1,218.1,-98.0
14.9,39.0,98.6,-38.79865771812081
26.1,14.0,118.4,-13.885057471264368
64.5,25.1,283.1,-25.053488372093025
47.5,3.4,193.4,-3.3368421052631576
68.0,4.8,276.8,-4.7558823529411764
14.1,77.8,134.2,-77.58723404255319
66.3,89.3,354.5,-89.25475113122171
69.0,79.8,355.8,-79.75652173913043
7.4,60.6,90.2,-60.1945945945946
80.8,23.2,346.4,-23.162871287128713
78.0,84.3,396.3,-84.26153846153846
41.5,48.2,214.2,-48.1277108433735
65.8,29.2,292.4,-29.154407294832826
22.7,64.5,155.3,-64.36784140969164
22.5,27.6,117.6,-27.46666666666667
38.3,32.1,185.29999999999998,-32.02167101827676
90.0,34.5,394.5,-34.46666666666667
11.7,17.6,64.4,-17.343589743589746
90.9,62.7,426.3,-62.66699669966997
15.8,43.8,107.0,-43.610126582278475
66.9,60.4,328.0,-60.355156950672644
97.4,63.9,453.5,-63.86919917864476
93.3,13.3,386.5,-13.267845659163989
76.6,46.8,353.2,-46.76083550913838
48.7,49.1,243.9,-49.03839835728953
22.5,52.6,142.6,-52.46666666666667
68.6,76.6,351.0,-76.55626822157434
58.8,38.6,273.8,-38.54897959183673
99.0,59.4,455.4,-59.36969696969697
10.8,46.7,89.9,-46.422222222222224
65.5,10.7,272.7,-10.654198473282442
42.4,98.6,268.2,-98.52924528301887
33.8,10.0,145.2,-9.911242603550296
40.8,58.1,221.29999999999998,-58.0264705882353
67.2,15.0,283.8,-14.955357142857142
17.6,77.5,147.9,-77.32954545454545
25.7,52.1,154.9,-51.983268482490274
78.9,53.0,368.6,-52.961977186311785
7.2,11.7,40.5,-11.283333333333333
67.5,60.0,330.0,-59.955555555555556
73.6,86.1,380.5,-86.05923913043478
79.5,68.1,386.1,-68.06226415094339
8.1,25.9,58.3,-25.52962962962963
39.7,23.5,182.3,-23.424433249370278
64.2,76.0,332.8,-75.95327102803738
81.1,47.3,371.7,-47.26300863131936
14.5,76.5,134.5,-76.29310344827586
22.7,65.9,156.7,-65.76784140969164
83.1,50.4,382.79999999999995,-50.36389891696751
67.9,95.7,367.3,-95.65581737849779
88.3,59.0,412.2,-58.966024915062285
80.6,54.6,377.0,-54.562779156327544
50.5,55.6,257.6,-55.54059405940594
84.6,84.3,422.7,-84.2645390070922
83.0,76.6,408.6,-76.56385542168674
5.6,5.7,28.099999999999998,-5.164285714285715
35.2,18.5,159.3,-18.414772727272727
72.9,91.3,382.90000000000003,-91.25884773662551
1.6,42.5,48.9,-40.625
65.3,32.4,293.59999999999997,-32.35405819295559
8.8,26.6,61.800000000000004,-26.25909090909091
52.3,100.0,309.2,-99.94263862332696
91.6,7.2,373.59999999999997,-7.167248908296943
39.8,46.6,205.79999999999998,-46.52462311557789
27.6,51.0,161.4,-50.891304347826086
39.4,95.6,253.2,-95.5238578680203
45.2,61.6,242.4,-61.53362831858407
8.0,64.5,96.5,-64.125
78.4,16.9,330.5,-16.86173469387755
66.3,41.1,306.3,-41.05475113122172
44.3,59.9,237.1,-59.83227990970654
68.5,21.9,295.9,-21.856204379562044
92.2,77.0,445.8,-76.96746203904556
27.3,76.8,186.0,-76.69010989010988
76.3,63.8,369.0,-63.76068152031454
45.8,89.8,273.0,-89.73449781659389
71.2,71.0,355.8,-70.95786516853933
6.5,60.1,86.1,-59.63846153846154
79.1,54.4,370.79999999999995,-54.36207332490518
17.6,82.7,153.10000000000002,-82.52954545454546
54.9,63.3,282.9,-63.24535519125683
80.5,95.0,417.0,-94.96273291925466
12.6,89.0,139.4,-88.76190476190476
31.6,99.5,225.9,-99.40506329113924
27.8,1.7,112.9,-1.5920863309352518
82.6,63.5,393.9,-63.4636803874092
21.9,30.7,118.3,-30.563013698630137
18.7,87.8,162.6,-87.63957219251337
53.5,90.1,304.1,-90.04392523364486
94.0,59.3,435.3,-59.268085106382976
63.5,10.5,264.5,-10.452755905511811
87.3,48.1,397.3,-48.06563573883162
58.2,97.0,329.8,-96.94845360824742
58.0,89.9,321.9,-89.84827586206897
53.8,54.1,269.3,-54.044237918215615
46.9,86.0,273.6,-85.9360341151386
61.8,25.8,273.0,-25.75145631067961
33.1,25.1,157.5,-25.00936555891239
90.8,69.3,432.5,-69.2669603524229
83.4,81.1,414.70000000000005,-81.06402877697842
2.4,84.7,94.3,-83.45
13.7,34.6,89.4,-34.38102189781022
66.2,10.6,275.40000000000003,-10.554682779456193
21.5,80.4,166.4,-80.26046511627908
6.6,61.9,88.3,-61.445454545454545
21.6,97.5,183.9,-97.36111111111111
20.9,9.2,92.8,-9.05645933014354
5.1,10.7,31.099999999999998,-10.111764705882353
80.4,78.0,399.6,-77.96268656716418
95.9,19.8,403.40000000000003,-19.76871741397289
31.2,8.7,133.5,-8.603846153846153
26.3,29.3,134.5,-29.185931558935362
15.3,16.8,78.0,-16.603921568627452
9.9,27.5,67.1,-27.196969696969695
48.2,32.3,225.10000000000002,-32.23775933609958
73.8,47.0,342.2,-46.959349593495936
84.0,18.4,354.4,-18.364285714285714
75.3,48.4,349.59999999999997,-48.3601593625498
78.9,72.7,388.3,-72.66197718631179
83.5,16.2,350.2,-16.164071856287425
78.0,30.3,342.3,-30.26153846153846
21.2,52.6,137.4,-52.45849056603774
98.2,47.8,440.6,-47.769450101832994
74.6,95.5,393.9,-95.45978552278821
71.9,21.2,308.8,-21.15827538247566
3.1,64.5,76.9,-63.53225806451613
75.9,44.1,347.70000000000005,-44.0604743083004
5.4,10.0,31.6,-9.444444444444445
46.0,65.2,249.2,-65.13478260869566
69.0,23.2,299.2,-23.156521739130433
10.0,97.6,137.6,-97.3
97.3,37.7,426.9,-37.66916752312436
89.5,42.2,400.2,-42.16648044692738
30.6,76.4,198.8,-76.30196078431374
29.4,63.3,180.89999999999998,-63.19795918367347
98.2,90.5,483.3,-90.46945010183299
85.2,63.5,404.3,-63.46478873239437
50.7,86.9,289.70000000000005,-86.84082840236687
68.2,44.5,317.3,-44.456011730205276
97.2,74.4,463.20000000000005,-74.36913580246915
77.7,43.4,354.2,-43.36138996138996
17.2,2.9,71.7,-2.7255813953488373
86.1,90.5,434.9,-90.46515679442508
36.4,71.0,216.6,-70.91758241758242
35.6,83.6,226.0,-83.51573033707865
16.3,57.7,122.9,-57.5159509202454
24.9,90.2,189.8,-90.07951807228916
47.4,84.3,273.9,-84.23670886075949
7.2,11.1,39.9,-10.683333333333334
68.2,49.3,322.1,-49.25601173020527
36.8,10.1,157.29999999999998,-10.018478260869564
5.1,50.1,70.5,-49.51176470588236
34.1,91.6,228.0,-91.51202346041055
79.7,10.8,329.6,-10.762358845671267
17.5,17.0,87.0,-16.82857142857143
18.5,10.5,84.5,-10.337837837837839
32.8,5.3,136.5,-5.208536585365853
28.2,45.0,157.8,-44.8936170212766
31.6,3.1,129.5,-3.0050632911392405
70.4,35.0,316.6,-34.95738636363637
55.6,82.4,304.8,-82.34604316546763
34.0,22.7,158.7,-22.61176470588235
40.9,60.6,224.2,-60.526650366748164
80.4,21.8,343.40000000000003,-21.76268656716418
75.0,4.5,304.5,-4.46
30.6,36.9,159.3,-36.80196078431372
77.0,55.6,363.6,-55.56103896103896
6.9,45.3,72.9,-44.86521739130435
74.7,22.4,321.2,-22.359839357429717
64.5,53.2,311.2,-53.15348837209303
4.9,5.6,25.200000000000003,-4.987755102040816
47.9,81.1,272.7,-81.03736951983298
22.1,91.5,179.9,-91.36425339366515
27.4,83.2,192.8,-83.0905109489051
1.2,88.6,93.39999999999999,-86.1
97.2,46.5,435.3,-46.46913580246913
58.0,66.7,298.7,-66.64827586206897
67.7,26.5,297.3,-26.45568685376662
47.7,89.6,280.4,-89.53710691823899
1.5,82.9,88.9,-80.9
61.9,32.8,280.4,-32.751534733441034
95.6,99.9,482.29999999999995,-99.86861924686193
18.7,19.1,93.9,-18.93957219251337
1.4,80.4,86.0,-78.25714285714287
84.0,74.4,410.4,-74.36428571428571
24.4,8.9,106.5,-8.77704918032787
31.2,88.2,213.0,-88.10384615384616
53.7,86.6,301.4,-86.54413407821228
81.7,63.6,390.40000000000003,-63.56328029375765
42.4,11.8,181.4,-11.72924528301887
73.1,79.3,371.7,-79.25896032831737
50.0,77.4,277.4,-77.34
47.8,91.9,283.1,-91.83723849372386
90.0,52.9,412.9,-52.86666666666667
79.0,81.1,397.1,-81.06202531645569
97.9,4.6,396.20000000000005,-4.569356486210419
76.3,25.0,330.2,-24.960681520314548
83.5,82.6,416.6,-82.56407185628741
8.8,80.0,115.2,-79.6590909090909
83.1,27.4,359.79999999999995,-27.363898916967507
99.0,26.0,422.0,-25.96969696969697
23.6,27.8,122.2,-27.672881355932205
41.9,10.5,178.1,-10.428400954653938
43.1,33.5,205.9,-33.430394431554525
35.4,36.0,177.6,-35.91525423728814
50.8,54.3,257.5,-54.24094488188976
40.5,25.3,187.3,-25.225925925925928
87.6,36.2,386.59999999999997,-36.16575342465754
61.4,72.9,318.5,-72.85114006514658
18.2,99.5,172.3,-99.33516483516483
21.2,82.6,167.39999999999998,-82.45849056603772
67.9,29.3,300.90000000000003,-29.25581737849779
18.7,30.7,105.5,-30.53957219251337
48.9,59.7,255.3,-59.63865030674847
81.1,31.5,355.9,-31.463008631319358
92.6,92.9,463.29999999999995,-92.86760259179266
96.4,39.1,424.70000000000005,-39.068879668049796
82.9,98.5,430.1,-98.46381182147165
87.6,49.2,399.59999999999997,-49.16575342465754
85.9,7.2,350.8,-7.165075669383004
32.7,40.4,171.20000000000002,-40.30825688073394
30.2,30.5,151.3,-30.40066225165563
82.0,41.2,369.2,-41.16341463414634
96.1,12.7,397.09999999999997,-12.668782518210197
11.5,74.1,120.1,-73.8391304347826
66.1,73.2,337.59999999999997,-73.15461422087746
6.3,49.1,74.3,-48.62380952380953
92.6,2.2,372.59999999999997,-2.1676025917926567
96.3,50.1,435.3,-50.068847352024925
17.4,32.4,102.0,-32.227586206896554
60.6,38.6,281.0,-38.55049504950495
25.6,93.2,195.60000000000002,-93.0828125
94.5,16.7,394.7,-16.668253968253968
71.4,49.5,335.1,-49.45798319327731
28.1,28.0,140.4,-27.893238434163703
22.3,55.6,144.8,-55.46547085201794
63.7,28.0,282.8,-27.952904238618526
28.3,49.9,163.1,-49.79399293286219
94.0,83.5,459.5,-83.46808510638297
5.9,44.1,67.7,-43.59152542372882
40.7,43.5,206.3,-43.426289926289925
64.8,6.7,265.9,-6.6537037037037035
6.9,7.6,35.2,-7.165217391304347
95.4,52.6,434.20000000000005,-52.5685534591195
30.5,18.2,140.2,-18.101639344262296
78.5,65.3,379.3,-65.26178343949044
28.1,39.8,152.2,-39.693238434163696
97.2,34.1,422.90000000000003,-34.069135802469134
52.3,98.1,307.29999999999995,-98.04263862332695
50.6,53.8,256.2,-53.74071146245059
7.2,33.2,62.0,-32.78333333333334
95.6,70.4,452.79999999999995,-70.36861924686193
92.6,74.8,445.2,-74.76760259179265
20.5,40.7,122.7,-40.55365853658537
59.1,27.6,264.0,-27.549238578680203
79.4,96.8,414.40000000000003,-96.76221662468514
73.3,58.6,351.8,-58.55907230559345
62.2,56.6,305.40000000000003,-56.551768488745985
34.9,72.8,212.39999999999998,-72.71404011461318
33.4,17.0,150.6,-16.910179640718564
55.9,17.7,241.29999999999998,-17.64633273703041
13.6,95.3,149.7,-95.07941176470588
31.5,61.4,187.4,-61.304761904761904
8.9,70.9,106.5,-70.56292134831462
22.8,9.6,100.8,-9.468421052631578
94.2,96.5,473.3,-96.46815286624204
46.0,97.5,281.5,-97.43478260869566
74.8,69.9,369.1,-69.85989304812834
10.2,83.3,124.1,-83.00588235294117
12.9,52.3,103.9,-52.06744186046512
56.5,69.9,295.9,-69.84690265486726
4.0,2.9,18.9,-2.15
48.5,25.0,219.0,-24.938144329896907
69.3,99.7,376.9,-99.65670995670996
85.1,60.4,400.79999999999995,-60.3647473560517
57.9,29.2,260.8,-29.14818652849741
57.0,76.2,304.2,-76.14736842105263
36.1,18.8,163.20000000000002,-18.716897506925207
34.9,21.9,161.5,-21.814040114613178
74.7,13.4,312.2,-13.359839357429719
10.1,43.8,84.19999999999999,-43.5029702970297
33.1,86.3,218.7,-86.20936555891238
90.0,21.0,381.0,-20.966666666666665
94.7,94.7,473.5,-94.66832101372756
88.0,30.7,382.7,-30.66590909090909
94.2,90.7,467.5,-90.66815286624204
61.4,62.2,307.8,-62.151140065146585
81.0,51.5,375.5,-51.46296296296296
55.1,12.5,232.9,-12.445553539019963
17.2,85.7,154.5,-85.52558139534884
18.3,11.7,84.9,-11.536065573770491
8.2,11.4,44.199999999999996,-11.034146341463416
7.7,19.8,50.6,-19.41038961038961
17.1,62.7,131.10000000000002,-62.52456140350878
39.5,55.9,213.9,-55.824050632911394
60.2,93.4,334.20000000000005,-93.35016611295681
99.3,86.0,483.2,-85.96978851963746
46.9,40.0,227.6,-39.93603411513859
49.2,80.7,277.5,-80.6390243902439
23.9,64.2,159.8,-64.0744769874477
35.8,54.8,198.0,-54.716201117318434
20.6,59.8,142.2,-59.654368932038835
32.8,72.7,203.89999999999998,-72.60853658536585
85.2,24.4,365.2,-24.364788732394366
79.0,5.3,321.3,-5.262025316455696
33.7,18.9,153.70000000000002,-18.810979228486644
44.1,51.7,228.10000000000002,-51.63197278911565
23.1,26.1,118.5,-25.97012987012987
44.4,59.6,237.2,-59.53243243243244
75.7,11.9,314.7,-11.860369881109644
2.7,28.9,39.7,-27.788888888888888
74.4,4.8,302.40000000000003,-4.759677419354839
22.7,56.2,147.0,-56.06784140969163
40.8,99.1,262.29999999999995,-99.02647058823528
6.4,97.3,122.9,-96.83125
30.5,27.9,149.9,-27.801639344262295
83.9,39.0,374.6,-38.964243146603096
94.1,80.9,457.29999999999995,-80.86811902231669
57.4,6.9,236.5,-6.847735191637631
11.1,31.5,75.9,-31.22972972972973
3.8,29.2,44.4,-28.410526315789472
37.7,20.6,171.4,-20.520424403183025
92.5,86.4,456.4,-86.36756756756758
35.4,67.9,209.5,-67.81525423728814
50.1,74.1,274.5,-74.04011976047903
39.4,78.9,236.5,-78.82385786802031
94.2,65.1,441.9,-65.06815286624203
96.8,79.5,466.7,-79.46900826446281
49.2,11.9,208.70000000000002,-11.839024390243903
77.4,28.6,338.20000000000005,-28.561240310077523
55.7,19.2,242.0,-19.14614003590664
7.5,79.3,109.3,-78.89999999999999
48.6,66.1,260.5,-66.03827160493826
89.8,17.7,376.9,-17.666592427616926
87.2,14.0,362.8,-13.965596330275229
45.6,59.0,241.4,-58.93421052631579
73.4,59.8,353.40000000000003,-59.759128065395096
62.0,45.8,293.8,-45.751612903225805
35.1,4.5,144.9,-4.414529914529915
23.8,24.8,120.0,-24.673949579831934
59.5,30.3,268.3,-30.249579831932774
17.5,60.7,130.7,-60.52857142857143
76.4,77.2,382.8,-77.16073298429319
27.9,73.1,184.7,-72.99247311827956
73.0,9.9,301.9,-9.85890410958904
24.4,30.4,128.0,-30.277049180327868
88.5,48.3,402.3,-48.26610169491525
88.0,57.4,409.4,-57.36590909090909
92.2,37.4,406.2,-37.36746203904555
37.5,36.0,186.0,-35.92
44.6,12.0,190.4,-11.932735426008968
29.7,85.7,204.5,-85.5989898989899
89.6,50.7,409.09999999999997,-50.66651785714286
27.3,85.3,194.5,-85.19010989010988
96.1,99.8,484.2,-99.7687825182102
59.3,14.3,251.5,-14.249409780775718
59.0,7.9,243.9,-7.849152542372882
48.1,2.9,195.3,-2.8376299376299374
98.2,82.2,475.0,-82.169450101833
1.5,58.5,64.5,-56.5
21.5,17.1,103.1,-16.96046511627907
47.1,94.7,283.1,-94.63630573248408
81.6,82.6,409.0,-82.56323529411765
12.5,43.8,93.8,-43.559999999999995
83.4,99.1,432.70000000000005,-99.06402877697842
43.8,91.1,266.29999999999995,-91.03150684931506
3.7,63.3,78.1,-62.48918918918918
83.2,91.3,424.1,-91.2639423076923
65.0,93.2,353.2,-93.15384615384616
20.4,62.9,144.5,-62.752941176470586
20.1,37.6,118.0,-37.450746268656715
25.1,20.8,121.2,-20.6804780876494
16.1,93.8,158.2,-93.6136645962733
44.9,66.8,246.39999999999998,-66.73318485523384
74.3,6.6,303.8,-6.559623149394347
56.1,74.2,298.6,-74.14652406417113
12.4,80.0,129.6,-79.75806451612904
31.8,87.4,214.60000000000002,-87.30566037735849
7.0,35.2,63.2,-34.77142857142857
4.6,26.6,45.0,-25.947826086956525
1.7,53.8,60.599999999999994,-52.035294117647055
8.1,81.8,114.19999999999999,-81.42962962962963
27.9,67.5,179.1,-67.39247311827957
80.9,43.6,367.20000000000005,-43.562917181705814
33.4,38.4,172.0,-38.31017964071856
82.0,51.9,379.9,-51.86341463414634
45.5,32.9,214.9,-32.83406593406593
81.6,73.0,399.4,-72.96323529411765
41.5,60.9,226.9,-60.827710843373495
39.6,48.1,206.5,-48.02424242424242
56.8,65.4,292.6,-65.34718309859156
67.3,53.0,322.2,-52.9554234769688
96.6,29.1,415.5,-29.068944099378882
78.2,23.5,336.3,-23.4616368286445
28.5,76.6,190.6,-76.49473684210525
58.0,3.9,235.9,-3.848275862068965
11.7,34.3,81.1,-34.04358974358974
99.3,60.4,457.59999999999997,-60.36978851963746
83.8,4.9,340.09999999999997,-4.864200477326969
43.8,28.1,203.29999999999998,-28.03150684931507
53.1,12.4,224.8,-12.343502824858758
59.9,3.1,242.7,-3.04991652754591
10.9,76.6,120.19999999999999,-76.32477064220183
9.5,42.8,80.8,-42.484210526315785
28.6,6.5,120.9,-6.395104895104895
24.2,38.8,135.6,-38.676033057851235
77.9,77.6,389.20000000000005,-77.56148908857509
63.5,33.9,287.9,-33.852755905511806
38.0,96.7,248.7,-96.62105263157895
80.6,4.4,326.79999999999995,-4.3627791563275435
16.5,86.0,152.0,-85.81818181818181
53.0,39.8,251.8,-39.74339622641509
32.7,61.6,192.4,-61.508256880733946
81.0,55.7,379.7,-55.662962962962965
56.2,64.8,289.6,-64.74661921708184
37.2,75.6,224.4,-75.51935483870967
20.3,30.4,111.6,-30.252216748768472
64.6,36.2,294.59999999999997,-36.15356037151703
35.0,34.4,174.4,-34.31428571428571
79.1,26.9,343.29999999999995,-26.862073324905182
30.2,23.8,144.6,-23.70066225165563
55.5,6.3,228.3,-6.245945945945945
38.1,56.0,208.4,-55.92125984251968
3.6,98.6,113.0,-97.76666666666667
5.7,94.6,117.39999999999999,-94.07368421052631
65.8,39.7,302.9,-39.65440729483283
4.5,19.1,37.1,-18.433333333333334
59.1,93.2,329.6,-93.14923857868021
41.2,47.7,212.5,-47.62718446601942
29.9,98.6,218.2,-98.49966555183946
17.5,91.1,161.1,-90.92857142857142
